fleurs id,file path,filename,language,lcode,iso 639-3,iso 15924,transcription,romanized transcription,duration
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aae_Latn/train/000888_seg_000.wav,000888_seg_000.wav,Arbëreshë Albanian,aae_Latn,aae,Latn,"Më përqen më shumë të vete te tiatri, përçë di opera ngë jam ndutu espertu, inveci te tiatri ngë ka jeç espertu, sa gjegje,",me perqen me shume te vete te tiatri perse di opera nge jam ndutu espertu inveci te tiatri nge ka jes espertu sa gjegje,32.78863358617784
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aae_Latn/train/000985_seg_000.wav,000985_seg_000.wav,Arbëreshë Albanian,aae_Latn,aae,Latn,"Na xupa mënd jetë burë me mish o me vurdhur però partiret sempri ka na basi çë ka qep, karote, hudhrë, sa të ngrohsh gjith sti elementi pra’ i vu tjerë shurbise si mënd jenë mustura, kripa, peperonçini misht e o vurdhura.",na xupa mend jete bure me mish o me vurdhur pero partiret sempri ka na basi se ka qep karote hudhre sa te ngrohsh gjith sti elementi pra i vu tjere shurbise si mend jene mustura kripa peperonsini misht e o vurdhura,22.14920634920635
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000005_seg_005.wav,000005_seg_005.wav,Afade,aal_Latn,aal,Latn,ade odimli do mayongo eh suudi ali kuli langi wane grum do naw yaki sli do adin ya ka we me nduwe angol nyile,ade odimli do mayongo eh suudi ali kuli langi wane grum do naw yaki sli do adin ya ka we me nduwe angol nyile,22.10312234221128
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000020_seg_006.wav,000020_seg_006.wav,Afade,aal_Latn,aal,Latn,maiduguri ah eh dasi halasu sana stenfugulmo mo sadttun nufttah sama,maiduguri ah eh dasi halasu sana stenfugulmo mo sadttun nufttah sama,10.301916873449116
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000035_seg_007.wav,000035_seg_007.wav,Afade,aal_Latn,aal,Latn,linggugo e shiga adin ali duamgo goragu e woshegə adin ali nyin amban usunso wogama ususma nyile mbam togama usuko ama tagama bundodu amwosundun,linggugo e shiga adin ali duamgo goragu e woshege adin ali nyin amban usunso wogama ususma nyile mbam togama usuko ama tagama bundodu amwosundun,10.762513034235836
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000050_seg_000.wav,000050_seg_000.wav,Afade,aal_Latn,aal,Latn,Um wala fasar ndi wala fasar kun shi andklaru ah la kara liah sha shasala lukkasulandi wara chare ran dugram charandi dasi itun munti sranki oti,um wala fasar ndi wala fasar kun shi andklaru ah la kara liah sha shasala lukkasulandi wara chare ran dugram charandi dasi itun munti sranki oti,17.320991819371727
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000064_seg_006.wav,000064_seg_006.wav,Afade,aal_Latn,aal,Latn,ne də antrongne asəro yane to nedə marnero nado asərəde golgionganso a'a asəro ne nefla o yane hang wanke a'a absəro nene ta'o nene hang wankeso,ne de antrongne asero yane to nede marnero nado aserede golgionganso aa asero ne nefla o yane hang wanke aa absero nene tao nene hang wankeso,8.160592621841154
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000080_seg_000.wav,000080_seg_000.wav,Afade,aal_Latn,aal,Latn,Gin miskinso asuro gin nakhangire goyi aluhu sumyikju gisumun ango ango chum jatgo aho ginja hatagi siyanko aleju unjigi uzurroso nose kajunanjo sik,gin miskinso asuro gin nakhangire goyi aluhu sumyikju gisumun ango ango chum jatgo aho ginja hatagi siyanko aleju unjigi uzurroso nose kajunanjo sik,11.762698121356078
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000093_seg_001.wav,000093_seg_001.wav,Afade,aal_Latn,aal,Latn,waso asha ulwaluwo woroagudo larduro agu a safteun tam suwo yalu yaye momun katum ta yare don haira duk yarebe yaye mosaftun natanwaya anguma sa,waso asha ulwaluwo woroagudo larduro agu a safteun tam suwo yalu yaye momun katum ta yare don haira duk yarebe yaye mosaftun natanwaya anguma sa,11.201604855023602
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000107_seg_004.wav,000107_seg_004.wav,Afade,aal_Latn,aal,Latn,"dunyagumaka, dowanyima mulutulo sai kanadi kimaniyatudanmundi, kimaniyabarron, ndi kimaniya bamoson nalfugado,",dunyagumaka dowanyima mulutulo sai kanadi kimaniyatudanmundi kimaniyabarron ndi kimaniya bamoson nalfugado,15.542703538999705
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000121_seg_004.wav,000121_seg_004.wav,Afade,aal_Latn,aal,Latn,"miyaltse ga gade miyashen miyaltse ka shesi miyaltse ka frigakuro, miyaltse ka tulur ka gade miyalse ka nalge, miyaltse ka kan,",miyaltse ga gade miyashen miyaltse ka shesi miyaltse ka frigakuro miyaltse ka tulur ka gade miyalse ka nalge miyaltse ka kan,18.763464679973232
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000137_seg_001.wav,000137_seg_001.wav,Afade,aal_Latn,aal,Latn,kumani yakiga ahuntanawan lunituku garfu yo hur busu kykurtu nsaboso ginsa gunsaso wan nandudo alebowanado lkatiki kadilegos ndi kutukishigu nyin gro,kumani yakiga ahuntanawan lunituku garfu yo hur busu kykurtu nsaboso ginsa gunsaso wan nandudo alebowanado lkatiki kadilegos ndi kutukishigu nyin gro,15.763495161290324
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000152_seg_001.wav,000152_seg_001.wav,Afade,aal_Latn,aal,Latn,dasi kuman yabomu tsale abatha laedigum miyadi mbaga lardiya gum tselle yagima alu yagima wanukan wan sahe gima sra nashinku nashigul kan chigul,dasi kuman yabomu tsale abatha laedigum miyadi mbaga lardiya gum tselle yagima alu yagima wanukan wan sahe gima sra nashinku nashigul kan chigul,14.382210203462725
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000167_seg_002.wav,000167_seg_002.wav,Afade,aal_Latn,aal,Latn,piyaskukiste piyaskukgakumo piyaskukagade piyaskuka shensi piyaskuka grigokuro piyasku ka tukur piyasku ka grigade piyaskuka nalge arbain arbain,piyaskukiste piyaskukgakumo piyaskukagade piyaskuka shensi piyaskuka grigokuro piyasku ka tukur piyasku ka grigade piyaskuka nalge arbain arbain,12.743219411338828
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000182_seg_005.wav,000182_seg_005.wav,Afade,aal_Latn,aal,Latn,"umalo dugani ku bera kaldo kama tapatun mandu wahala mona kalo mahi jira zara kalo mafa yerwata tuguni kannumi wuzani ku,",umalo dugani ku bera kaldo kama tapatun mandu wahala mona kalo mahi jira zara kalo mafa yerwata tuguni kannumi wuzani ku,10.760735728986134
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000196_seg_005.wav,000196_seg_005.wav,Afade,aal_Latn,aal,Latn,kumani yaba mu shadiya sun ndi kumani kemutulagi mukashadiyasun di kuma ai yassima ate kak shadiya su ngoro gi muillaqanfa sci kumani atadan shadiyan,kumani yaba mu shadiya sun ndi kumani kemutulagi mukashadiyasun di kuma ai yassima ate kak shadiya su ngoro gi muillaqanfa sci kumani atadan shadiyan,10.661285007331372
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000212_seg_004.wav,000212_seg_004.wav,Afade,aal_Latn,aal,Latn,nohalu baltu gondugi megun ya eh kall mesuhe kal gondugu delu gu duniyaso nandow gu gobo ndawkusi ndilu wure niro niro gu gur duwyago hagi duwyaso,nohalu baltu gondugi megun ya eh kall mesuhe kal gondugu delu gu duniyaso nandow gu gobo ndawkusi ndilu wure niro niro gu gur duwyago hagi duwyaso,10.723080637707952
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000228_seg_001.wav,000228_seg_001.wav,Afade,aal_Latn,aal,Latn,megu megu guu jire hechu da da ashajo na ngo nyo go nye lulgu ebojijeso nye embo ambil ahh daioiambil so ilsakayogo dei ndawundiyahey mchugu da jire,megu megu guu jire hechu da da ashajo na ngo nyo go nye lulgu ebojijeso nye embo ambil ahh daioiambil so ilsakayogo dei ndawundiyahey mchugu da jire,9.984019168331669
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000244_seg_002.wav,000244_seg_002.wav,Afade,aal_Latn,aal,Latn,barango e tigiso barango e sagalso adabu kalkal ama barga go zibu yo iyshagoso barga go saneishaso baragago someyo dan a bugan kandi yebugan kalaro,barango e tigiso barango e sagalso adabu kalkal ama barga go zibu yo iyshagoso barga go saneishaso baragago someyo dan a bugan kandi yebugan kalaro,9.58209692276979
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000259_seg_003.wav,000259_seg_003.wav,Afade,aal_Latn,aal,Latn,her dan kro talalu nanke donde nalnas kukurun nasagaga nashadi gamdi na nashadan taha pal nat sati yasaftin numta numta numta indi biya kamul,her dan kro talalu nanke donde nalnas kukurun nasagaga nashadi gamdi na nashadan taha pal nat sati yasaftin numta numta numta indi biya kamul,13.982398718302091
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000273_seg_002.wav,000273_seg_002.wav,Afade,aal_Latn,aal,Latn,nyele ma nuhan mulesheg ah asuro gun gosaftungi guwosaftunnando gi doguhangirogusun algusodu ohananolso fagumag maddi gyio otahangee gusun ngu,nyele ma nuhan mulesheg ah asuro gun gosaftungi guwosaftunnando gi doguhangirogusun algusodu ohananolso fagumag maddi gyio otahangee gusun ngu,14.362013556933483
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000287_seg_008.wav,000287_seg_008.wav,Afade,aal_Latn,aal,Latn,yale we sati es sehe yangaule dasi saroyi wehan nyiro godoinkamido uzurogo do mai yankanidu sehe your mayan kari sehe you mayan kani uwe safton le,yale we sati es sehe yangaule dasi saroyi wehan nyiro godoinkamido uzurogo do mai yankanidu sehe your mayan kari sehe you mayan kani uwe safton le,8.561034987839932
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aal_Latn/train/000304_seg_001.wav,000304_seg_001.wav,Afade,aal_Latn,aal,Latn,ndeihane sərogi a a chidarogne ndali e dasi chida chidarogme i wabi nyiroda sakalama ada ndanne tigayo biya lalarooda ndahe dili skisudu nedo,ndeihane serogi a a chidarogne ndali e dasi chida chidarogme i wabi nyiroda sakalama ada ndanne tigayo biya lalarooda ndahe dili skisudu nedo,10.462428088532317
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aao_Arab/train/000036_seg_005.wav,000036_seg_005.wav,"Arabic, Algerian Saharan",aao_Arab,aao,Arab,ايام,ayam,0.8200735039564648
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aao_Arab/train/000088_seg_000.wav,000088_seg_000.wav,"Arabic, Algerian Saharan",aao_Arab,aao,Arab,شوف من الطعام البسيط الي انا نستمتع بيه بزاف هو الكاوكاو نحب الكاوكاو- الكاوكاو هكدا تفتحو ساهل ينتكل ماشي غالي رخيس ويعني من- من اشهى ال ال- المأكولات الي كاينة على الأرض,shwf mn altam albsyt aly ana nstmt byh bzaf hw alkawkaw nhb alkawkaw alkawkaw hkda tfthw sahl yntkl mashy ghaly rkhys wyny mn mn ashha al al almakwlat aly kayna la alard,13.112708333333334
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aao_Arab/train/000162_seg_003.wav,000162_seg_003.wav,"Arabic, Algerian Saharan",aao_Arab,aao,Arab,هدهية الس- يعني اكتر حاجات ومواصفات نحبها فالناس خاصتا التبسيمة الضحكة تعجبني بزاف ويعني كيما نقولو حنا الاخلاق تاني ملاح في الناس ويعني طريقة,hdhya als yny aktr hajat wmwasfat nhbha falnas khasta altbsyma aldhka tjbny bzaf wyny kyma nqwlw hna alakhlaq tany mlah fy alnas wyny tryqa,16.521691967741937
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aao_Arab/train/000236_seg_000.wav,000236_seg_000.wav,"Arabic, Algerian Saharan",aao_Arab,aao,Arab,شوف واحد لبرانسيس صابت خريطة غامظة تبعت هاديك الطريق الي مكتوبة في الخريطة طاحت في كنز- علبة كنز فتحت هاديك العلبة صابت شوية دهب شوية مجوهرات ادات المجوهرات ولكن هادوك المجوهرات كانو يعني منحوسين حتى وين طاحلها كامل شعرها ولات فرطاصة ويعني كرهت حياتها وبعد رمات روحها من الجبل,shwf wahd lbransys sabt khryta ghamza tbt hadyk altryq aly mktwba fy alkhryta taht fy knz lba knz ftht hadyk allba sabt shwya dhb shwya mjwhrat adat almjwhrat wlkn hadwk almjwhrat kanw yny mnhwsyn hta wyn tahlha kaml shrha wlat frtasa wyny krht hyatha wbd rmat rwhha mn aljbl,27.66433333333333
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000000_seg_007.wav,000000_seg_007.wav,Abua,abn_Latn,abn,Latn,mia agbi obere ghi ominah opo pho odiiny adughuul otu pho.,mia agbi obere ghi ominah opo pho odiiny adughuul otu pho,4.0007432588153975
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000017_seg_000.wav,000017_seg_000.wav,Abua,abn_Latn,abn,Latn,"Asidio edi ghan ni di renighanaan oye pho eeni adiroorh di oye pho abetenu, iini adio adiroorh enaan pho re ge anaan ghan oye pho agey.",asidio edi ghan ni di renighanaan oye pho eeni adiroorh di oye pho abetenu iini adio adiroorh enaan pho re ge anaan ghan oye pho agey,12.68100873640361
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000031_seg_000.wav,000031_seg_000.wav,Abua,abn_Latn,abn,Latn,"Saba pho your r'otolomghan raar. rufpe, igbaany arufpe ologhistu ootol. edi ebice etum pa, koutolom suybagba, edi, ebile etum pa ko wuraam muum.",saba pho your rotolomghan raar rufpe igbaany arufpe ologhistu ootol edi ebice etum pa koutolom suybagba edi ebile etum pa ko wuraam muum,22.24632106222932
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000049_seg_007.wav,000049_seg_007.wav,Abua,abn_Latn,abn,Latn,Kuedighi kue dighi iyaar dildighi ogudu po mi ka ki otua school.,kuedighi kue dighi iyaar dildighi ogudu po mi ka ki otua school,4.58063647009029
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000066_seg_003.wav,000066_seg_003.wav,Abua,abn_Latn,abn,Latn,adio pho mekpananam r'ingo ghan imi akpo obiom di mia hereghian loor kura dighi ghan odighi pho ami bin mirakiilaan mumo olaphia ka loph apue odighi,adio pho mekpananam ringo ghan imi akpo obiom di mia hereghian loor kura dighi ghan odighi pho ami bin mirakiilaan mumo olaphia ka loph apue odighi,8.281266608391608
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000081_seg_004.wav,000081_seg_004.wav,Abua,abn_Latn,abn,Latn,otol pa pho apul keminighan amem ku ogbi osugharron ku mo osughumon ku ohle torob iyaar pho epe ebeerean bo ha di na ka sa ku ableom rice pho edighi,otol pa pho apul keminighan amem ku ogbi osugharron ku mo osughumon ku ohle torob iyaar pho epe ebeerean bo ha di na ka sa ku ableom rice pho edighi,18.02290774538169
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000096_seg_003.wav,000096_seg_003.wav,Abua,abn_Latn,abn,Latn,omadan ku opho voboor yogh. r ophoroboon r' omadan ku omugh ozuph ataka ozupuogh aripitaka anmarur pho okonyo naan ri zopho buer.,omadan ku opho voboor yogh r ophoroboon r omadan ku omugh ozuph ataka ozupuogh aripitaka anmarur pho okonyo naan ri zopho buer,22.0855780730897
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000114_seg_001.wav,000114_seg_001.wav,Abua,abn_Latn,abn,Latn,"k'emugh, eyaal pho edighi ken ni iboh di na amiin ken ni mo na ma aakuan asi aani eekuna aala pho ku na ra both iboh ilo aala pho so ipe ku araar di",kemugh eyaal pho edighi ken ni iboh di na amiin ken ni mo na ma aakuan asi aani eekuna aala pho ku na ra both iboh ilo aala pho so ipe ku araar di,15.023823109171802
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000131_seg_008.wav,000131_seg_008.wav,Abua,abn_Latn,abn,Latn,"ephen a yoor ughool mo eleghe iyaal oman oyechi agbalphen,",ephen a yoor ughool mo eleghe iyaal oman oyechi agbalphen,4.58113061041292
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000145_seg_004.wav,000145_seg_004.wav,Abua,abn_Latn,abn,Latn,"diphe ku adi odi torobo oye olugh pho r'abaal ghan opo ku adio di ologhi ekool, ologhi ehma pho r'abaal ghan mọ omoom oye marigheel,",diphe ku adi odi torobo oye olugh pho rabaal ghan opo ku adio di ologhi ekool ologhi ehma pho rabaal ghan mo omoom oye marigheel,15.561411043298015
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000157_seg_008.wav,000157_seg_008.wav,Abua,abn_Latn,abn,Latn,igey oye adighi raar ku enighe ekaari ri beraan ghan imi iduon ki dighi,igey oye adighi raar ku enighe ekaari ri beraan ghan imi iduon ki dighi,4.380664795409174
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000174_seg_001.wav,000174_seg_001.wav,Abua,abn_Latn,abn,Latn,po adol di k'esigey igbogh etumom sien ehma pho r'abirini pho orol adigey adol po adol di ke sighe igbogh r'ophalabaal ologhi engo burude pho ana,po adol di kesigey igbogh etumom sien ehma pho rabirini pho orol adigey adol po adol di ke sighe igbogh rophalabaal ologhi engo burude pho ana,15.703144739897816
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000186_seg_000.wav,000186_seg_000.wav,Abua,abn_Latn,abn,Latn,"Ikpoki pho ipe iloghonaan iimi dianaagh, ikpoki pho ipe pho goor aal bo ihna phno ku ozlian bo io mi usughe ikpori pho ipe pho ku mi aghi akpi ikpoki phno ipi pho aghi akpi kpoki askul onyani aami epi ku esh epe ku iyaar di ikpoki imiri iph pho ipe pho idigninaan iimi ku oyaghiri pho anu ami imii ni ka annlon yoor ko/gboranaan.",ikpoki pho ipe iloghonaan iimi dianaagh ikpoki pho ipe pho goor aal bo ihna phno ku ozlian bo io mi usughe ikpori pho ipe pho ku mi aghi akpi ikpoki phno ipi pho aghi akpi kpoki askul onyani aami epi ku esh epe ku iyaar di ikpoki imiri iph pho ipe pho idigninaan iimi ku oyaghiri pho anu ami imii ni ka annlon yoor ko gboranaan,19.295
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000201_seg_002.wav,000201_seg_002.wav,Abua,abn_Latn,abn,Latn,rokighaani ruutu ituugha oghiotu ituugh pho pio̱ ima iḏeenaan oye di a r`eele bin aghi eeghe di iyaar kuidi na apham be pa pho arighelom?,rokighaani ruutu ituugha oghiotu ituugh pho pio ima ideenaan oye di a reele bin aghi eeghe di iyaar kuidi na apham be pa pho arighelom,8.30134561620936
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000214_seg_000.wav,000214_seg_000.wav,Abua,abn_Latn,abn,Latn,idipho oye di ro sighe ilo enan kuko toomaan nama dighi iyaar dinighe po mem mo saar awhile na adighi iyaar die nighe po abeni omoogh we pho mo,idipho oye di ro sighe ilo enan kuko toomaan nama dighi iyaar dinighe po mem mo saar awhile na adighi iyaar die nighe po abeni omoogh we pho mo,16.644279006154544
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000226_seg_008.wav,000226_seg_008.wav,Abua,abn_Latn,abn,Latn,Abuan pho ka dighi ni a a weh di onighe odighini pakiri phe pe pho ike ee daphan ipe abidi rodighi ghaan bo pidi eelhe pho ayira etool aani idipho,abuan pho ka dighi ni a a weh di onighe odighini pakiri phe pe pho ike ee daphan ipe abidi rodighi ghaan bo pidi eelhe pho ayira etool aani idipho,13.26160140349876
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000240_seg_003.wav,000240_seg_003.wav,Abua,abn_Latn,abn,Latn,loor esi di ipe pho ku abidi otuugha k'engo ni bidi obaalologhi ku ipe pho ku ikpo ohnu di k'etol k'agee po.,loor esi di ipe pho ku abidi otuugha kengo ni bidi obaalologhi ku ipe pho ku ikpo ohnu di ketol kagee po,21.50330081220286
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/abn_Latn/train/000256_seg_007.wav,000256_seg_007.wav,Abua,abn_Latn,abn,Latn,Ru pho ghan imi erol daadi mioolha ku mi koolha opo poo gey aniir di aru orool adighaagh oye pho,ru pho ghan imi erol daadi mioolha ku mi koolha opo poo gey aniir di aru orool adighaagh oye pho,10.300808505442362
