fleurs id,file path,filename,language,lcode,iso 639-3,iso 15924,transcription,romanized transcription,duration,acoustic_id
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26212211.mp3,common_voice_ba_26212211.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Балтаң булмаһа, урманға барма.",baltan bulmashha urmangha barma,3.528,"180,214,51,73,117,61,0,88,64,69,78,233,104,32,99,99,0,64,10,78,117,61,124,103,117,0,237,178,84,186,74"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26461669.mp3,common_voice_ba_26461669.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Алдағы айҙарҙа, әлбиттә, йыл миҙгелдәренә ярашлы үткәрелеүсе башҡа күп төрлө традицион спорт саралары ҡаралған.",aldaghy aizarza elbitte iyl mizgelderene yarashly utkereleuse bashka kup torlo traditsion sport saralary karalghan,9.828,"28,69,91,74,124,43,191,0,28,217,69,9,148,90,9,0,28,69,224,37,75,73,57,0,155,138,191,0,101,183,37,26,19,69,69,57,173,40,170,154,0,39,165,181,140,240,255,69,74,0,64,211,147,9,10,84,8,116,116,79,57,0,242,178,240,148,198,117,0,198,200,93,0,100,19,87,69,114,0,73,112,181,242,183,179,119,255,120,61,0,111,3,214,31,179,0,128,115,181,117,159,76,167,19,0,198,76,167,178,51,32,140,145,110"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26462581.mp3,common_voice_ba_26462581.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Яңғыҙым.,yanghyzym,2.556,"39,117,14,14,43,9,232,74,186"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26462925.mp3,common_voice_ba_26462925.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Әммә кешелек милләттәр һәм конфессиялар араһындағы мөнәсәбәттәрҙең ҡатмарлаша барыуын иғтибарға алмаған булып сыҡты.,emme keshelek milletter shhem konfessiyalar arashhyndaghy monesebetterzen katmarlasha baryuyn ightibargha almaghan bulyp sykty,8.316,"57,16,104,191,0,147,138,240,240,107,69,37,198,0,150,106,217,130,114,75,193,138,84,0,32,109,76,74,35,0,147,19,248,155,183,42,164,255,4,182,237,233,204,0,28,167,117,32,32,44,35,248,88,9,124,140,178,0,210,51,210,140,128,19,237,114,198,193,76,167,84,11,218,0,147,117,68,78,233,10,69,178,109,255,33,0,224,146,10,117,51,249,210,0,140,73,4,211,183,180,76,181,66,232,89,0,117,51,51,178,124,103,117,35,0,88,171,96,96,198,0,164,178,148,73,24"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26203386.mp3,common_voice_ba_26203386.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Буш тоҡ тура ултырмаҫ.,bush tok tura ultyrmas,3.816,"155,64,109,79,0,41,188,192,0,193,64,181,33,0,214,69,73,31,10,78,33,92"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26204404.mp3,common_voice_ba_26204404.mp3,Bashkir,bak_Cyrl,bak,Cyrl,— Кесерткәндән?,kesertkenden,2.808,"147,37,179,19,87,192,147,9,14,80,74,205"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26205096.mp3,common_voice_ba_26205096.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Тикшеренеүҙәр һөҙөмтә бирмәне.,tikshereneuzer shhozomte birmene,4.068,"73,37,221,109,255,19,181,254,101,120,77,91,9,10,0,32,32,53,37,91,9,101,192,33,0,232,37,10,78,74,210,24"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26220694.mp3,common_voice_ba_26220694.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ғариф ҡыймай ғына ҡаршы төштө:,gharif kyimai ghyna karshy toshto,3.708,"124,159,9,148,37,232,0,73,138,245,78,9,254,0,205,191,16,170,33,0,147,233,10,240,255,19,0,73,19,240,111,198,57"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26448723.mp3,common_voice_ba_26448723.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Һиңә клуб та, концерт та, ауыл да кәрәкмәй.",shhine klub ta kontsert ta auyl da kerekmei,5.148,"185,32,107,245,210,256,0,192,77,64,232,0,211,74,0,147,76,248,232,128,19,10,68,0,54,74,0,28,104,171,249,0,242,114,0,147,43,181,178,25,40,65,6"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26448991.mp3,common_voice_ba_26448991.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Ысынлап та, кәрәкмәҫ.",ysynlap ta kerekmes,2.376,"19,179,40,160,217,117,232,0,211,178,0,73,19,181,178,68,40,24,241"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26488131.mp3,common_voice_ba_26488131.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Юҡ!!!,yuk,2.556,"39,188,147"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26489338.mp3,common_voice_ba_26489338.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Һаулыҡ һораша торғайны.,shhaulyk shhorasha torghainy,3.348,"32,32,43,117,51,217,44,68,0,215,32,19,31,10,9,179,255,9,0,192,19,10,124,103,74,50,210,24"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26492891.mp3,common_voice_ba_26492891.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Электән йөрөгән кешеләр бер-береһен белә, аралаша ул, тик башҡаларҙы ла тупларға ине.",elekten iorogen kesheler berbereshhen bele aralasha ul tik bashkalarzy la tuplargha ine,6.768,"138,170,190,4,211,254,160,0,39,64,87,8,216,256,98,0,198,183,240,240,182,69,9,10,0,224,31,102,224,31,181,57,231,32,138,245,61,0,157,19,69,74,0,28,10,117,159,117,240,240,76,0,171,34,0,162,37,198,0,40,9,240,111,198,200,159,33,10,237,19,0,69,9,0,198,19,198,69,117,96,124,140,9,0,65,210,6"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26384709.mp3,common_voice_ba_26384709.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Хәмит, бында ниңә килдең?",khemit bynda nine kilden,3.168,"109,32,254,101,86,73,0,78,9,101,250,9,0,101,86,191,191,0,192,138,245,250,9,61"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26397727.mp3,common_voice_ba_26397727.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Өсөһө лә алкаш.,ososhho le alkash,2.376,"37,128,254,32,32,138,37,0,69,9,0,117,96,147,74,240,109"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26401838.mp3,common_voice_ba_26401838.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Күп булһа, эштән ҡыуырҙар!",kup bulshha eshten kyuyrzar,3.096,"147,214,180,0,88,214,44,32,32,115,113,0,37,240,111,73,115,61,0,192,214,237,249,10,90,74,167"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26405355.mp3,common_voice_ba_26405355.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ә бынан өс йыл элек мин икенсе карапта йөҙгәндә ошо утрауҙы күреп ҡалдыҡ.,e bynan os iyl elek min ikense karapta iozgende osho utrauzy kurep kaldyk,6.048,"117,0,180,249,101,113,160,0,37,179,0,255,19,217,0,216,69,37,75,0,101,227,227,0,53,147,19,248,164,19,0,147,76,167,178,68,73,9,0,39,245,90,124,9,14,88,254,0,214,179,240,120,0,64,68,181,115,256,90,64,0,73,200,167,177,25,0,147,117,69,80,178,68"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26415005.mp3,common_voice_ba_26415005.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Сумкаларҙы төпкө бүлмәгә индереп ҡуй!,sumkalarzy topko bulmege inderep kui,3.888,"7,214,205,147,115,69,33,167,90,57,0,73,19,232,147,64,0,224,64,69,78,115,26,254,0,86,102,211,19,87,22,68,0,147,249,6"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26116910.mp3,common_voice_ba_26116910.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Эремсек,eremsek,3.06,"57,167,254,98,164,57,75"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26354324.mp3,common_voice_ba_26354324.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Эсмәүең, тартмауың, ябайлығың бер ҡарауҙа күренеп тора.",esmeuen tartmauyn yabailyghyn ber karauza kurenep tora,5.328,"53,179,170,9,77,254,61,0,193,76,84,68,78,117,77,74,61,0,46,9,157,9,245,69,178,124,124,19,14,0,180,254,96,0,221,76,181,117,249,242,9,0,147,200,87,50,170,22,75,0,73,112,167,24"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26441615.mp3,common_voice_ba_26441615.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Бына Мәсем: Урал ташына баҫып, халҡына йыр яҙған шағир ҡурайсы...",byna mesem ural tashyna basyp khalkyna iyr yazghan shaghir kuraisy,6.516,"157,178,210,33,0,78,254,164,245,210,0,171,10,117,191,0,211,9,240,255,19,170,117,0,157,117,203,19,25,0,215,32,117,96,147,19,170,76,0,39,254,181,0,39,9,90,124,140,74,61,0,168,240,74,124,124,138,96,0,215,171,167,178,190,128,24"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26471034.mp3,common_voice_ba_26471034.mp3,Bashkir,bak_Cyrl,bak,Cyrl,БЛОКҺАУЗ ГАРНИЗОНЫ,blokshhauz garnizony,2.916,"242,69,120,192,32,32,43,233,77,179,0,221,9,167,14,245,243,249,210,24"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26477306.mp3,common_voice_ba_26477306.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Кемебеҙҙер аңғармаҫтан берәй урынға һалған да онотҡан.,kemebezzer angharmastan berei uryngha shhalghan da onotkan,4.428,"147,138,160,254,237,37,90,163,194,28,0,74,61,124,32,74,181,78,178,128,73,9,96,0,157,19,167,57,57,0,51,181,178,61,147,215,76,0,148,148,28,117,51,124,124,117,14,0,80,76,0,14,210,116,211,32,178,110"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26278830.mp3,common_voice_ba_26278830.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Нимә, туйып һикермәйһеңдер.",nime tuiyp shhikermeishhender,4.068,"150,245,78,254,0,1,120,227,37,75,0,109,79,107,245,75,19,167,78,254,254,37,32,37,160,101,242,31,10"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26279837.mp3,common_voice_ba_26279837.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ниңә аңлатаһың шуға?,nine anlatashhyn shugha,2.16,"150,245,14,165,0,33,160,60,44,93,75,73,211,115,33,160,0,179,255,116,116,116,24"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26314321.mp3,common_voice_ba_26314321.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Йәш белгес ҡулына диплом алғанда, Бөйөк Ватан һуғышы тыуған илебеҙҙе ялмап өлгөргән була.",iesh belges kulyna diplom alghanda boiok vatan shhughyshy tyughan ilebezze yalmap olgorgen bula,7.92,"39,115,240,111,0,157,19,96,242,138,128,0,193,200,51,249,78,9,0,80,190,75,182,200,186,0,178,51,124,140,117,210,80,33,0,157,245,227,205,25,0,200,233,211,113,160,0,32,32,214,214,77,249,231,240,255,19,0,193,19,120,124,159,233,160,0,53,250,22,157,19,133,242,138,0,39,74,96,78,233,68,0,112,69,26,19,181,26,76,14,0,88,249,159,74"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26314851.mp3,common_voice_ba_26314851.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Шунда ғына пистолетым барлығы иҫкә төштө.,shunda ghyna pistoletym barlyghy iske toshto,3.636,"185,255,64,160,80,115,0,33,113,160,160,113,0,198,183,109,128,115,217,19,73,19,186,0,157,117,167,237,117,51,181,216,0,190,4,203,138,0,119,240,79,111,158,6"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_25642935.mp3,common_voice_ba_25642935.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"— Эйе, эйе, бөтә халыҡҡа, Григо...",eie eie bote khalykka grigo,5.328,"245,227,57,0,57,227,65,0,242,254,192,115,0,32,115,117,69,44,232,193,74,0,150,10,183,90,74"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_25644223.mp3,common_voice_ba_25644223.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Союз молодежи бер ҙә ҡуя торған түгел.,soyuz molodezhi ber ze kuya torghan tugel,4.5,"134,74,86,191,205,0,78,233,69,113,91,191,243,243,57,0,168,57,205,0,90,254,0,192,249,39,9,0,73,19,181,124,103,9,125,0,198,64,124,65,6"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_25664164.mp3,common_voice_ba_25664164.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Әллә быларҙы кире ҡороп ҡуймаҡсыһың?,elle bylarzy kire korop kuimaksyshhyn,4.608,"57,160,69,9,0,180,19,69,33,181,90,57,0,192,183,181,57,0,124,214,167,191,232,0,192,191,22,78,113,232,131,191,191,32,191,191,92"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_25703874.mp3,common_voice_ba_25703874.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Бүре нәҫеленә иһә ырашҡы - байрам.,bure neselene ishhe yrashky bairam,4.716,"157,77,10,254,0,101,254,232,254,69,254,101,254,0,227,20,168,138,254,0,9,167,74,240,111,158,256,0,157,9,57,87,74,61"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26117304.mp3,common_voice_ba_26117304.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Был һүҙҙәрҙе ишеткәндән һуң, үҙҙәренең айыу һымаҡ аҡыллы булмауҙарына бик ҡайғырҙылар.",byl shhuzzerze ishetkenden shhun uzzerenen aiyu shhymak akylly bulmauzaryna bik kaighyrzylar,7.668,"102,117,191,0,205,32,191,37,93,12,9,87,133,138,0,183,240,240,182,198,147,9,14,242,33,160,0,32,32,214,51,61,0,64,90,90,76,10,19,210,19,61,0,28,26,120,188,0,32,32,200,214,78,233,72,0,117,192,214,69,69,74,0,242,64,139,78,214,249,102,19,10,19,170,9,0,157,183,75,0,73,9,256,124,124,19,167,12,120,159,145,10"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26347528.mp3,common_voice_ba_26347528.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Был һүҙҙәр нимәгә нигеҙләнә?,byl shhuzzer nimege nigezlene,3.492,"157,188,205,0,32,32,64,37,93,243,115,10,0,14,245,78,9,124,9,0,101,183,124,114,42,69,9,210,74"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26446698.mp3,common_voice_ba_26446698.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ләкин һеҙ ғәҙел дә инегеҙ.,lekin shhez ghezel de inegez,3.672,"69,254,198,86,101,0,32,32,254,31,90,0,124,115,9,90,138,69,0,80,33,0,227,14,65,221,65,12"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26447877.mp3,common_voice_ba_26447877.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ҡәйнәң һине ҡыҙы урынына күрә һәм үҙе белгәнде өйрәтеп ҡалырға тырыша.,keinen shhine kyzy urynyna kure shhem uze belgende oiretep kalyrgha tyrysha,7.416,"73,9,86,101,115,205,0,4,32,107,205,101,254,0,147,249,90,191,0,77,10,16,61,61,170,9,0,73,64,10,74,0,251,32,9,16,14,0,249,90,254,0,157,19,69,124,9,160,80,57,0,53,50,10,178,73,19,42,0,73,117,69,173,10,124,140,146,0,73,19,10,231,240,255,74"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26490023.mp3,common_voice_ba_26490023.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Улайһа, өйлән.",ulaishha oilen,2.628,"77,217,9,39,32,32,43,33,0,37,37,69,74,210"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26327095.mp3,common_voice_ba_26327095.mp3,Bashkir,bak_Cyrl,bak,Cyrl,— Һиңә әле нисә йәш?,shhine ele nise iesh,3.636,"156,46,107,37,101,254,0,9,69,245,0,14,183,128,254,0,39,57,240,79"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26327942.mp3,common_voice_ba_26327942.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ошо көндән һуң йәштәр йәшәгән шифахана йыр-моңға күмелә.,osho konden shhun ieshter ieshegen shifakhana iyrmongha kumele,5.688,"249,134,255,191,0,147,19,160,88,254,205,0,205,203,191,191,92,0,150,57,128,182,198,254,205,0,254,254,240,255,19,124,76,98,0,240,240,37,109,9,32,32,9,210,99,0,46,37,167,78,60,61,124,124,74,0,147,200,78,252,69,65"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26352070.mp3,common_voice_ba_26352070.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ала алмайым.,ala almaiym,2.736,"28,69,113,0,74,14,14,216,39,65,110"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26352431.mp3,common_voice_ba_26352431.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Һин ни эшләп бында указание биреп ултыраһың?,shhin ni eshlep bynda ukazanie birep ultyrashhyn,3.996,"1,46,53,37,101,0,101,86,0,191,240,240,205,113,93,0,192,254,101,88,115,0,214,147,9,91,9,210,183,91,0,224,183,87,19,198,0,64,85,198,112,181,74,32,32,32,24,110"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26353006.mp3,common_voice_ba_26353006.mp3,Bashkir,bak_Cyrl,bak,Cyrl,«Бөгөн Нью-Йорктың «Янки»ҙары Детройттың «Юлбарыҫ»тары менән уйнарға тейеш».,bogon nyuiorktyn yanki zary detroittyn yulbarys tary menen uinargha teiesh,6.84,"46,64,26,191,205,0,101,183,227,39,9,96,147,73,115,191,0,39,76,205,147,37,0,90,33,10,254,0,73,19,198,167,216,49,75,193,254,191,0,39,64,69,157,9,10,19,128,0,211,9,87,254,0,101,19,101,9,163,0,64,50,101,256,181,124,140,74,0,158,65,227,6,240,168"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_25998476.mp3,common_voice_ba_25998476.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Эйе, Шәңгәрәй, һин матурһың.",eie shengerei shhin maturshhyn,3.384,"254,227,254,0,240,255,138,14,26,57,181,6,6,0,100,185,37,37,101,0,78,233,198,249,10,4,32,19,58,110"
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26010130.mp3,common_voice_ba_26010130.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ҡапыл тороп кейенә башлаған иренә ашъяулыҡ түшәй башлаған ҡатыны көлөмһөрәп ҡараны:,kapyl torop keiene bashlaghan irene ashyaulyk tushei bashlaghan katyny kolomshhorep karany,7.236,"193,33,73,233,34,0,151,115,191,205,75,0,73,183,86,50,170,113,0,157,9,179,111,255,233,188,117,117,96,0,53,87,245,101,254,0,178,168,240,107,33,191,191,191,72,0,198,19,240,255,254,22,0,157,9,231,111,40,76,74,117,16,61,0,172,117,198,19,101,99,0,193,112,69,191,98,13,32,112,167,181,117,232,0,215,117,167,145,14,24"
