fleurs id,file path,filename,language,lcode,iso 639-3,iso 15924,transcription,romanized transcription,duration
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26205096.mp3,common_voice_ba_26205096.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Тикшеренеүҙәр һөҙөмтә бирмәне.,tikshereneuzer shhozomte birmene,4.068
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26220694.mp3,common_voice_ba_26220694.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ғариф ҡыймай ғына ҡаршы төштө:,gharif kyimai ghyna karshy toshto,3.708
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26448723.mp3,common_voice_ba_26448723.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Һиңә клуб та, концерт та, ауыл да кәрәкмәй.",shhine klub ta kontsert ta auyl da kerekmei,5.148
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26448991.mp3,common_voice_ba_26448991.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Ысынлап та, кәрәкмәҫ.",ysynlap ta kerekmes,2.376
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26488131.mp3,common_voice_ba_26488131.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Юҡ!!!,yuk,2.556
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26489338.mp3,common_voice_ba_26489338.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Һаулыҡ һораша торғайны.,shhaulyk shhorasha torghainy,3.348
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26492891.mp3,common_voice_ba_26492891.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Электән йөрөгән кешеләр бер-береһен белә, аралаша ул, тик башҡаларҙы ла тупларға ине.",elekten iorogen kesheler berbereshhen bele aralasha ul tik bashkalarzy la tuplargha ine,6.768
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26384709.mp3,common_voice_ba_26384709.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Хәмит, бында ниңә килдең?",khemit bynda nine kilden,3.168
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26397727.mp3,common_voice_ba_26397727.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Өсөһө лә алкаш.,ososhho le alkash,2.376
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26401838.mp3,common_voice_ba_26401838.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Күп булһа, эштән ҡыуырҙар!",kup bulshha eshten kyuyrzar,3.096
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26405355.mp3,common_voice_ba_26405355.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ә бынан өс йыл элек мин икенсе карапта йөҙгәндә ошо утрауҙы күреп ҡалдыҡ.,e bynan os iyl elek min ikense karapta iozgende osho utrauzy kurep kaldyk,6.048
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26415005.mp3,common_voice_ba_26415005.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Сумкаларҙы төпкө бүлмәгә индереп ҡуй!,sumkalarzy topko bulmege inderep kui,3.888
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26116910.mp3,common_voice_ba_26116910.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Эремсек,eremsek,3.06
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26354324.mp3,common_voice_ba_26354324.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Эсмәүең, тартмауың, ябайлығың бер ҡарауҙа күренеп тора.",esmeuen tartmauyn yabailyghyn ber karauza kurenep tora,5.328
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26441615.mp3,common_voice_ba_26441615.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Бына Мәсем: Урал ташына баҫып, халҡына йыр яҙған шағир ҡурайсы...",byna mesem ural tashyna basyp khalkyna iyr yazghan shaghir kuraisy,6.516
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26471034.mp3,common_voice_ba_26471034.mp3,Bashkir,bak_Cyrl,bak,Cyrl,БЛОКҺАУЗ ГАРНИЗОНЫ,blokshhauz garnizony,2.916
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26477306.mp3,common_voice_ba_26477306.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Кемебеҙҙер аңғармаҫтан берәй урынға һалған да онотҡан.,kemebezzer angharmastan berei uryngha shhalghan da onotkan,4.428
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26278830.mp3,common_voice_ba_26278830.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Нимә, туйып һикермәйһеңдер.",nime tuiyp shhikermeishhender,4.068
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26279837.mp3,common_voice_ba_26279837.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ниңә аңлатаһың шуға?,nine anlatashhyn shugha,2.16
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26314321.mp3,common_voice_ba_26314321.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Йәш белгес ҡулына диплом алғанда, Бөйөк Ватан һуғышы тыуған илебеҙҙе ялмап өлгөргән була.",iesh belges kulyna diplom alghanda boiok vatan shhughyshy tyughan ilebezze yalmap olgorgen bula,7.92
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26314851.mp3,common_voice_ba_26314851.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Шунда ғына пистолетым барлығы иҫкә төштө.,shunda ghyna pistoletym barlyghy iske toshto,3.636
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_25642935.mp3,common_voice_ba_25642935.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"— Эйе, эйе, бөтә халыҡҡа, Григо...",eie eie bote khalykka grigo,5.328
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_25644223.mp3,common_voice_ba_25644223.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Союз молодежи бер ҙә ҡуя торған түгел.,soyuz molodezhi ber ze kuya torghan tugel,4.5
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_25664164.mp3,common_voice_ba_25664164.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Әллә быларҙы кире ҡороп ҡуймаҡсыһың?,elle bylarzy kire korop kuimaksyshhyn,4.608
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_25703874.mp3,common_voice_ba_25703874.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Бүре нәҫеленә иһә ырашҡы - байрам.,bure neselene ishhe yrashky bairam,4.716
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26117304.mp3,common_voice_ba_26117304.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Был һүҙҙәрҙе ишеткәндән һуң, үҙҙәренең айыу һымаҡ аҡыллы булмауҙарына бик ҡайғырҙылар.",byl shhuzzerze ishetkenden shhun uzzerenen aiyu shhymak akylly bulmauzaryna bik kaighyrzylar,7.668
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26347528.mp3,common_voice_ba_26347528.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Был һүҙҙәр нимәгә нигеҙләнә?,byl shhuzzer nimege nigezlene,3.492
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26446698.mp3,common_voice_ba_26446698.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ләкин һеҙ ғәҙел дә инегеҙ.,lekin shhez ghezel de inegez,3.672
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26447877.mp3,common_voice_ba_26447877.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ҡәйнәң һине ҡыҙы урынына күрә һәм үҙе белгәнде өйрәтеп ҡалырға тырыша.,keinen shhine kyzy urynyna kure shhem uze belgende oiretep kalyrgha tyrysha,7.416
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26490023.mp3,common_voice_ba_26490023.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Улайһа, өйлән.",ulaishha oilen,2.628
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26327095.mp3,common_voice_ba_26327095.mp3,Bashkir,bak_Cyrl,bak,Cyrl,— Һиңә әле нисә йәш?,shhine ele nise iesh,3.636
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26327942.mp3,common_voice_ba_26327942.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ошо көндән һуң йәштәр йәшәгән шифахана йыр-моңға күмелә.,osho konden shhun ieshter ieshegen shifakhana iyrmongha kumele,5.688
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26352070.mp3,common_voice_ba_26352070.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ала алмайым.,ala almaiym,2.736
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26352431.mp3,common_voice_ba_26352431.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Һин ни эшләп бында указание биреп ултыраһың?,shhin ni eshlep bynda ukazanie birep ultyrashhyn,3.996
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26353006.mp3,common_voice_ba_26353006.mp3,Bashkir,bak_Cyrl,bak,Cyrl,«Бөгөн Нью-Йорктың «Янки»ҙары Детройттың «Юлбарыҫ»тары менән уйнарға тейеш».,bogon nyuiorktyn yanki zary detroittyn yulbarys tary menen uinargha teiesh,6.84
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_25998476.mp3,common_voice_ba_25998476.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Эйе, Шәңгәрәй, һин матурһың.",eie shengerei shhin maturshhyn,3.384
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26010130.mp3,common_voice_ba_26010130.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ҡапыл тороп кейенә башлаған иренә ашъяулыҡ түшәй башлаған ҡатыны көлөмһөрәп ҡараны:,kapyl torop keiene bashlaghan irene ashyaulyk tushei bashlaghan katyny kolomshhorep karany,7.236
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26185838.mp3,common_voice_ba_26185838.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ирене йоҡа кеше уҫал булыр.,irene ioka keshe usal bulyr,3.564
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26206080.mp3,common_voice_ba_26206080.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Ана ағас, шуның төбөнә соҡор ҡаҙ.",ana aghas shunyn tobone sokor kaz,3.672
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26217119.mp3,common_voice_ba_26217119.mp3,Bashkir,bak_Cyrl,bak,Cyrl,— Ә офоҡтоң аръяғында?,e ofokton aryaghynda,3.06
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26266950.mp3,common_voice_ba_26266950.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ҡураңда ҡуйың ҡалмаҫ.,kuranda kuiyn kalmas,2.736
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26315368.mp3,common_voice_ba_26315368.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ҡыҙым яныма югереп килде:,kyzym yanyma yugerep kilde,3.78
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26335074.mp3,common_voice_ba_26335074.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Һәр береһе үҙ һөнәре буйынса белем алып эшләй, матур итеп донъя көтә, балалар үҫтерә.",shher bereshhe uz shhonere buiynsa belem alyp eshlei matur itep donya kote balalar ustere,6.696
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26336600.mp3,common_voice_ba_26336600.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Урал батыр ағаһы Шүлгәнде ғәҙеллек юлына бороу өсөн ниндәй өмөт бағлай?,ural batyr aghashhy shulgende ghezellek yulyna borou oson nindei omot baghlai,6.048
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26482261.mp3,common_voice_ba_26482261.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Үҙе һонтор, минән ике башҡа оҙон.",uze shhontor minen ike bashka ozon,4.14
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26482497.mp3,common_voice_ba_26482497.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Шуға күрә ҡатындың ҡарсыҡҡа бара-бара ниндәйҙер ышанысы артып киткәндәй ҙә булды.,shugha kure katyndyn karsykka barabara nindeizer yshanysy artyp kitkendei ze buldy,6.48
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26482644.mp3,common_voice_ba_26482644.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"— Тәбиғи һыу, ағын һыу һымаҡ, үҙен үҙе таҙарта.",tebighi shhyu aghyn shhyu shhymak uzen uze tazarta,4.824
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26483019.mp3,common_voice_ba_26483019.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Сәйфулла, ысынмы?",seifulla ysynmy,3.06
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26483177.mp3,common_voice_ba_26483177.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Сараны педагогтарҙың эшенә баһа биреү, уларҙы дәртләндереү, үҫтереү йәһәтенән иң уңышлы проект тип иҫәпләйем.",sarany pedagogtarzyn eshene bashha bireu ularzy dertlendereu ustereu ieshhetenen in unyshly proekt tip isepleiem,9.216
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26030726.mp3,common_voice_ba_26030726.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Бына килен дә нисә йыл көттө.,byna kilen de nise iyl kotto,3.528
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26066090.mp3,common_voice_ba_26066090.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Һин кеше араһында йәшәп ҡайттың, ә...",shhin keshe arashhynda ieshep kaittyn e,5.328
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26069013.mp3,common_voice_ba_26069013.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Мебелдең шулай ҡуйылыуы бүлмәне яҡтыраҡ яһай,mebelden shulai kuiylyuy bulmene yaktyrak yashhai,5.256
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26069593.mp3,common_voice_ba_26069593.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Илендә ни барҙы күршеңдән һора.,ilende ni barzy kurshenden shhora,4.5
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26071120.mp3,common_voice_ba_26071120.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"— Апай һиңә әйтте түгелме, аҡай түгел, ағай тип әйтергә кәрәк.",apai shhine eitte tugelme akai tugel aghai tip eiterge kerek,5.796
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26112153.mp3,common_voice_ba_26112153.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Һеҙ унһыҙ ҙа миңә ышанаһығыҙ.,shhez unshhyz za mine yshanashhyghyz,3.6
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26278322.mp3,common_voice_ba_26278322.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ҡарт уртаға теленгән киҫәктең икенсе өлөшөн дә ашаны.,kart urtagha telengen kisekten ikense oloshon de ashany,6.12
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26242508.mp3,common_voice_ba_26242508.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Машинаң да булды.,mashinan da buldy,2.556
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26259352.mp3,common_voice_ba_26259352.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Туйым уҙған, туным туҙған.",tuiym uzghan tunym tuzghan,3.528
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26259949.mp3,common_voice_ba_26259949.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Тик Гөлкәй генә, ғәҙәтенсә, ҡулдарын сәбәкәйләп, осоноп:",tik golkei gene ghezetense kuldaryn sebekeilep osonop,4.68
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26336971.mp3,common_voice_ba_26336971.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Шулай тиеүҙәреңде оноттоңмо ни?,shulai tieuzerende onottonmo ni,3.348
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26156036.mp3,common_voice_ba_26156036.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ат баҫҡанды ер белә.,at baskandy er bele,3.78
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26162799.mp3,common_voice_ba_26162799.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Йүгерек атҡа дала ҡәҙерле.,iugerek atka dala kezerle,3.636
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26190926.mp3,common_voice_ba_26190926.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Һеҙ бик йонсоп киткәнһегеҙ,shhez bik ionsop kitkenshhegez,3.096
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26500614.mp3,common_voice_ba_26500614.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Һәм шул саҡ уға... был донъянан һыҙланыуһыҙ китеү идеяһы тыуҙы.,shhem shul sak ugha byl donyanan shhyzlanyushhyz kiteu ideyashhy tyuzy,7.236
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_26500843.mp3,common_voice_ba_26500843.mp3,Bashkir,bak_Cyrl,bak,Cyrl,Ну Айнур!,nu ainur,2.628
,/ssd2/sangmin/datasets/commonvoice22/Bashkir/cv-corpus-22.0-2025-06-20/ba/clips/common_voice_ba_25990403.mp3,common_voice_ba_25990403.mp3,Bashkir,bak_Cyrl,bak,Cyrl,"Ә Мәҙинәнең күҙ алдында шул саҡ шырт баҫҡан, эскенән шешенгән йөҙлө атаһы килде.",e mezinenen kuz aldynda shul sak shyrt baskan eskenen sheshengen iozlo atashhy kilde,8.028
